NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	Tregs	CD4+ Tcm	CD4+ Tem	CD8+ Tcm	CD8+ Tem	NK cells	naive B-cells	Memory B-cells	Class-switched memory B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	DC	Eosinophils	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
ADAM12	1	1	1	1	3.19	1.6	1.46	1	1.27	1	1	1	1	1	1	1	1	1	1	1	1	1	2.35	1.13	1	6.71	1	1	65.99	12.805	14.92	1.755	5.88	1	1	1	5.655	3.64	1	15.515	51.35	216.7	12.51
ADAM15	8.17	35.22	8.385	4.18	12.02	6.51	9.29	4.05	5.46	11.14	3.35	3.46	2.54	8.505	3.95	1	2.25	34.675	3.48	1	1	26.13	26.66	56.015	88.485	17.49	13.96	7.105	28.965	30.5	24.87	80.76	21.765	10	132.525	155.415	33.13	34.13	1	18.735	35.945	29.77	91.965
ADAM19	32.26	16.615	1.07	1.52	16.62	21.32	22.44	3.53	4.09	1	58.59	38.6	24.03	1.085	1.54	1	1.03	1	1	1	1	1	1	1	13.06	123.81	113.01	30.575	1.58	5.52	7.11	5.13	1	1	6.785	6.345	21.83	1	1.64	88.81	1	143.44	48.765
ADAM23	1	1	1	1	1	3.3	3.07	1	1	1	1.285	1	1	1	1	1	1	1	1	1	1	1	1	1	2.825	2.6	1	1	1	1.66	3.81	1	2.44	1	1.8	1.94	1.635	1	49.345	2.385	1.085	23.31	1
ADAM28	3.79	19.66	7.695	1	1	1	1	1	1	3.14	103.25	54.84	56.29	81.565	35.45	11.57	21.87	31.795	1	2.94	1	6.46	8.98	1.365	1	1	21.47	49.585	1	1	1	1	1	1	1	1	1	1.77	1	1	1	1	1
ADAM33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.125	13.09	13.755	1	1	1.38	1	1	1	7.75	1	5.04	29.73	5.65	1.045
ADAM8	277.83	64.235	3.88	9.12	28.93	27.24	31.72	27.84	47.14	100.6	19.11	24.79	20.49	3.435	2.59	2.18	1	18.515	2.29	1	1	15.05	5.24	1.285	1	88.37	2403.82	4.195	1	1	1	8.545	1	1	72.725	1	1	1.25	1	3.635	1	1	1
ADAM9	28.34	34.38	2.035	1.17	1.47	1.26	1.12	1.57	3.04	1.68	2.65	1	1.03	15.75	10.545	6.13	12.89	169.195	5.66	6.54	14.63	22.34	120.96	116.215	87.185	99.67	9.94	1.03	112.29	105.1	166.775	100.16	38.345	11.72	63.2	82.68	167.915	29.07	14.69	84.72	97.77	213.605	108.265
ADAMDEC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.965	1	1	1	1	37.12	1	1	3.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS1	1	1	1	1	1	1	1	1	1	6.94	1	1	1	1	1.675	1	1	1	1	1	1	1	1	1	6.41	1	1	1	212.01	68.405	67.65	19.3	5.285	8.64	6.6	9.72	60.4	32.95	1.025	51.855	30.585	1.105	17.655
ADAMTS10	1	1.1	1	18.69	1.34	4.23	1.8	5.72	10.38	22.15	1	1	1	1	1	1	1	1	44.62	1	1	1.22	1	1	3.625	1	1	1	8.21	4.51	4.15	1	1	2.07	1	5.32	3.06	6.68	1	4.315	1.06	29.625	7.14
ADAMTS12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.055	9.405	6.19	1.29	1	1	1	1	14.09	4.89	1	55.335	8.935	38.22	3.21
ADAMTS18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.075	1	1	1	1	1	1	1	1	1	1	6.245	2.27	1	1	1	1	1	1
ADAMTS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.715	30.73	21.645	1	1	1	1	1	21.295	13.47	1	7.695	13.06	20.31	2.485
ADAMTS4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.24	1	1	1	1	1.79	1.565	1	2.365	1.36	1	5.11	5.08	10.47	1	5.345	1	1	1
ADAMTS5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.99	3.365	2.1	1	1	1.94	1	1	9.455	21.81	1	3.7	5.81	1	5.545
ADAMTS6	1	1	1	4.42	1.49	1.02	1	1.08	1.3	1	2.305	5.79	2.63	1	1	1	1	1.1	9.86	1	1	1	1	1	19.46	1	1	1	46.98	13.065	24.065	7.89	1	1	13.17	11.7	41.195	1	1	31.61	18.085	17.82	5.825
ADAMTS7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.085	1	1.44	1	1.385	3.155	2.03	1.99	1	1	1	5.865	6.82	1.83	1	4.365	4.965	9.14	20.61
ADAMTS9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.235	1	1	1	2.065	1.575	1.635	13.575	1.595	3.65	1	18.62	2.25	39.55	1	4	1.085	8.545	6.53
ADAMTSL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.015	1	1	1	82.675	17.095	38	1	1	1	4.565	12.88	23.155	1.2	1.025	4.525	47.92	33.745	5.24
ADAMTSL4	6.73	7.335	1.11	1	1	1	1	1	1	1	1	1	1	1	2.89	1.29	5.83	2.29	1	1	1.42	3.75	1	5.76	1	38.89	2.06	1	2.67	10.85	1.975	1.18	1	2.68	7.41	1	10.095	10.71	1	1	12.435	3.77	2.05
ADAP1	17.56	42.395	1	3.58	4.43	5.85	6.08	16.93	23.01	32.91	2.02	3.79	2.51	1	1	1	1	33.22	3.59	1	1	17.52	9.36	6.095	1	6.65	78.11	1	1	1	1	5.325	1	1	11.095	1.02	3.645	2.95	1	2.485	1	7.32	2.135
ADAP2	1	13.355	1	1	1	1	1	1	1	1	1.79	2.34	1.31	1	1	1	1	52.985	1	1	1	1.08	34.96	22.6	1	23.81	3.69	1	1	1	1	1.915	1	1.16	1	1	2.005	14.97	1	1.06	1	1	1.88
ADAT2	1	2.25	15.2	13.59	2.87	1.97	1.04	1.72	4.57	1.89	3.83	2	2.09	15.945	8.495	9.33	28.04	2.505	16.94	11.82	17.68	8.55	2.01	1	1.725	1.36	1	1.105	2.09	1.41	1.19	2.615	2.775	1	3.955	1.67	1.54	1.44	1.98	1.475	2.14	1.975	1.89
ADCK3	12.78	18.825	51.665	22.94	15.16	13.38	9.86	11.2	13.56	11.47	18.08	17.4	10.33	17.185	46.08	7.3	27.38	13.525	12.81	5.18	1.71	34.86	8.43	12.84	3.145	20.01	52.28	18.835	3.52	5.235	3.12	3.235	3.09	317.91	3.39	6.78	4.645	47.66	7.19	1.325	4.265	7.965	5.1
ADCY1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14.73	1	4.9	1	1	1	1	1	1	5.795	1	1	1	1	1	8.035	1	1	1	1
ADCY2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.34	1	1	1	1.445	6	1	1	1	1.44	2.225	1	1	2.025	1
ADCY3	1	5.285	14.58	8.92	17.06	13.06	11.23	7.37	6.98	1.04	12.74	20.04	8.8	14.78	10.27	1.88	35.96	58.735	6.55	1	2.71	1.95	115.5	83.915	11.745	10.67	1.41	6.385	14.7	18.41	16.025	12.555	10.72	2.95	24.105	12.535	7.635	20.75	1.3	18.94	14.45	5.445	21.415
ADCY4	5.49	1.805	1.235	1	1	1	1	1	1	1	1	1	1	1	1.36	1	1.58	2.19	1.36	1	1	1.99	1	1.62	19.945	1	31.57	1	35.05	1	1.435	1	1	2.3	1	15.705	2.275	9.94	1	1.05	2.52	1	1
ADCY5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.06	1	1	1	10.05	1	1	1	4.565	1
ADCY6	1	1	2.275	1	1	1	1	1	1	1	1	1	1	1	2.43	1	1.11	1	1	1	44.63	1.6	1	1	12.515	1	1	1	8.215	11.22	20.54	10.07	8.215	3.57	4.655	9.725	14.37	12.31	1	12.23	5.795	18.675	16.755
ADCY7	27.42	42.045	2.9	42.83	42	42.49	35.06	51.06	70.84	109.27	21.305	20.49	16.08	2.885	11.06	1.41	4.34	60.82	48.91	1.06	1	37.25	32	35.29	2.655	30.32	97.72	9.425	27.155	10.905	18.065	14.06	1.56	1	6.755	1.93	15.63	5.36	1	9.68	18.095	15.015	17.1
ADCYAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.345	1	1	1	1.62
ADD2	1	1	5.165	1.98	1	1	1	1	1	1	5.795	2.46	4.84	1	1.105	1	1	1	1	47.94	1	1	1	1	1	6.63	1	1	1	1	1	1	1	1	1	1.695	1	1	1.085	1	1	6.855	2.29
ADH1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.08	19.95	31.89	1	1	19.76	1	1	1	1150.39	1	1	71.365	1	1
ADH1C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.99	1	1	1	6.87	1	1	1	1	1
ADIPOQ	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.3	1	1	1	409.68	1	1	1	1	1
ADM	86.47	32.67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.71	1	1	1	2.21	14.16	3.855	43.42	2.7	1	12.015	229.185	216.7	66.415	38.16	6.11	12.42	17.56	112.715	129.98	74.62	1	51.485	48.475	2.63	13.99
ADORA2A	19.19	7.23	1.905	7.77	10.81	9.7	8.36	14.15	13.79	2.4	7.95	6.18	4.16	1.135	2.07	1	1	1	7.46	1	2.01	2.76	7.41	1	4.025	13.04	13.11	16.72	1	1	1	1	1	1	1	1	1.715	1	1	1.515	1	1.965	1.18
ADORA3	1.59	1.055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12.655	1	1	1	1.58	1	7.47	1	2.04	30.09	1	1	1	1	1	1	1	1	1	1	4.87	1	1	1	1	1
ADPRHL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.185	1	1	1	1	72.17	1	1.13	1.56	1	4.21	1.93	1.175	1.215	1
ADRA2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.69	1	1	1	1	1	1	1	4.035	1	1	1	1	1	1	1	1	11.1	1	1	1	1	1
ADRA2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.895	1	1	1	1	13.34	70.175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADRB2	3.7	3.005	1	1	1	1	2.02	7.29	14.15	26.21	1.515	4.48	1.67	1	1	1	1	1.055	1.12	1	1	18.11	1	1	1.72	1	4.51	1	1.73	1	1	1.605	1	1.66	6.38	3.115	1.6	8.94	1	1	1	1	1
ADRBK1	129.66	145.035	12.835	60.33	58.9	71.19	56.41	67.25	90.38	79.57	75.73	74.4	46.49	5.29	16.75	7.64	17.3	47.235	52.74	6.37	1.38	135.98	38.94	24.785	14.59	44.91	864.41	50.165	6.115	9.315	10.77	21.07	11.22	14.99	35.99	22.2	11.565	13.32	1.28	12.075	9.045	23.04	19.995
ADRBK2	1.78	27.955	3.38	1.71	1	1	1	1	1	1	16.445	12.85	7.64	3.555	4.08	1	3.47	40.96	1.55	2.43	4.76	7.34	25.86	79.95	1	100.86	17.21	3.505	1	1	1	1.06	1.17	1	3.28	1	1	9.08	1	1	1	1	1
ADSL	3.07	22.59	203.505	47.26	32.71	38.59	31.71	21.74	24.18	14.85	18.135	14.85	10.11	129.33	150.17	163.7	193.82	34.595	66.61	147.67	71.47	39.02	36.57	24.175	52.695	13.53	5.73	10.715	37.545	37.52	39.785	51.61	37.1	53.35	84.305	64.625	46.51	22.64	28.41	39.7	44.37	87.365	66.12
ADSSL1	1	1	2.42	1.71	1	1	1	1	1	1	1	1	1	1.27	1.36	1	1	1	1	1	1	1	1	1	1	1	1	1	3.755	1.77	2.34	1.345	1	45.99	1.965	1	2.385	1.78	1.02	1	1	2.06	1.425
ADTRP	1	1	1	75.53	16.01	17.5	3.15	1	1	1	1	1	1	1	1	1	1	5.905	3.47	1	1	1	1.59	5.3	1	7.98	1	1	1	1	1.005	1.11	1	1	27.86	1	1	1	1	1	1.08	1.43	1
AEBP1	1	1	6.295	3.9	1	1.05	1	1	1	1	7.955	7.4	1.48	1	3.235	1	4.59	1	3.03	1	1	1	1	1	5.355	1	1	29.015	60.23	36.21	37.19	1.87	18.095	6.62	4.74	5.775	5.985	43.74	1	22.735	23.16	48.29	93.655
AEBP2	3.97	9.105	24.9	19.72	11.29	13.14	10.96	12.92	17.63	15.45	9.11	7.86	5.74	42.455	32.81	62.1	28.46	6.945	20.36	28.45	39.11	15.86	6.2	8.49	10.11	32.36	7.45	6.025	8.42	5.895	8.45	6.29	3.57	4.75	4.395	7.27	7.125	8.32	19.615	6.24	4.07	4.38	4.705
AES	2.16	73.785	13.435	183.07	323.35	245.28	208.08	237.23	241.5	326.72	237.65	217.77	166.69	13.92	21.605	8.73	7.5	77.58	128.2	1.86	1.5	52.25	146.7	153.775	59.06	108.14	116.29	169.025	65.34	104.485	52.73	80.375	56.435	114.48	165.225	93.015	92.865	63.06	5.41	92.23	49.74	162.11	196.715
AFAP1	1.79	1	1	3.39	2.07	5.85	2.89	2.09	2.27	1.42	1	1	1	1	1	1	1	1	1	1	2.92	1	1	1	29.2	1.57	20.81	1	19.785	25.28	14.975	12.79	3.995	1.31	9.455	30.42	13.85	6.62	1.09	34.89	8.815	41.555	25.655
AFAP1L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11.72	1	1	1	1	29.14	161.09	58.65	1	1	1	1	3.96	1.865	7.58	3.92	10.66	6.965	40.315	7.475	13.27	1	2.675	3.77	2.51	5.755
AFAP1L2	1	1	1	1	1	1	1	1	1.5	1	1	1	1	4.105	4.825	1	1	1	1	1	1	1	1	1	1.06	1	1	1	1	1	1	5.205	1	1	22.96	1	1	1.19	1	11.495	1	2.23	7.87
AFF2	80.65	6.365	1.145	2.85	1	1	1	1	1	1	1.415	1	1	1	1.2	1	1	1.015	9.77	1	1	75.52	1	1	1	2.26	19.04	4.415	1.325	1	1	1	1	1	1	1	1	2.77	3.09	1	1	1	1
AFF3	1	2.225	7.97	10.76	1	1	1	1	1	1	106.995	43.54	24.93	14.64	11.6	1.67	19.56	1	8.89	1	1	1.57	1	1.16	1	1	1	1	2.4	1	1	1	1.275	1	1	1	1	1.01	2.275	3.175	1	18.115	2.95
AFMID	1	8.485	71.98	1	1.41	1	1.22	1	1.39	1	1.555	3.85	5.02	42.88	22.08	20.93	44.96	8.765	1.43	64.38	7.68	10.86	8.04	3.695	20.7	16.49	1.04	5.67	14.025	14.395	11.39	14.89	8.205	3.95	16.915	18.735	16.195	6.84	23.855	7.87	7.17	22.325	15.985
AGAP2	13.7	1.3	4.785	10.98	16.24	13.41	13.09	12.93	14.8	14.87	3.895	4.97	3.75	3.48	4.995	2.17	4.54	2.275	12.47	1	2.51	3.96	2.41	3.72	1	4.36	22.23	4.69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AGAP5	1	1.7	1	3.16	1.13	1.35	1.12	1	1.81	1.96	1.365	1.28	1	2.93	1	1.52	1.26	3.505	3.36	1	1.6	5.58	1.73	2.46	1	4.49	3.15	12	1.395	1	1.2	1	1	1	1.5	1	1	1.43	1	1.245	1.455	1.465	1.08
AGAP6	1.4	2.78	2.995	10.1	2.71	4.22	2.5	3.08	5.35	3.25	5.845	3.41	3.37	5.59	2.5	3.93	7.26	2.7	6.25	2.72	2.33	8.57	2.47	1.91	1.59	4.72	6.1	9.205	1.17	1.325	1	1.375	1.17	1.05	1.75	1.39	1.17	3.61	1.9	1.29	1.255	1.04	2.425
AGER	20.82	6.62	1.715	9.31	3.77	6.37	3.42	2.66	4	4.14	4.13	4.21	2.03	1.97	1.33	1.51	3.98	1.585	7.26	1.63	1	5.19	1	1	1	2.31	56.35	5.84	1	1	1	1	1	1	1.065	1	1	1	1	1	1	1.425	1.435
AGFG2	1	1	1.91	5.12	8.87	8.93	7.84	9.34	10.17	6.3	1	1.75	1.63	1	1	1	1	2.575	1.97	1.68	1.47	2.73	3.04	7.935	13	38.69	13.25	2.455	2.85	4.54	1.775	3.39	4.155	3.14	5.315	23.89	2.345	2.95	8.685	3.415	4.6	4.305	8.735
AGL	1.49	1.005	3.93	9.55	4.77	5.12	3.76	6.1	7.07	7.81	6.105	5.11	4.81	2.075	1.81	1	1.75	6.005	6.61	1.63	2.02	8.55	6.28	8.74	4.135	6.21	4.12	1.93	7.67	3.365	4.55	4.47	3.905	28.39	3.985	3.985	4.675	6.09	4.745	2.58	2.435	5.52	3.585
AGPAT2	8.95	15.185	4.275	1.46	5.26	3.9	4.55	5.46	5.14	5.6	5.135	5.85	3.66	1.67	2.425	1	6.25	29.325	4.52	1	1	22.12	31.41	54.86	15.92	14.39	49.26	5.35	10.76	18.645	14.155	22.235	17.43	6.26	35.355	16.09	15.22	134.32	1	15.365	11.67	18.6	33.295
AGPAT5	1	3.095	13.38	5.99	3.25	5.16	3.98	5.48	5.07	3.53	23.58	9.73	7.73	15.765	13.005	4.85	15.4	10.27	6.89	44.59	34.72	13.03	8.44	3.48	24.92	2.13	4.91	2.325	5.62	6.07	6.15	15.225	9.855	4.04	14.635	21.13	11.635	3.05	41.92	6.39	10.36	11.515	8.19
AGR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.385	1	1	1.355	1	1	1	1	1	1	1	1
AGRN	1	1	1	1	1	1	1	1	1	1	1.04	1	1	1	1	1	1	6.385	1.77	1	1	8.36	9.14	4.88	28	12.2	5.71	1.085	7.11	21.375	15.93	112.33	23.495	1.01	171.36	47.465	9.24	3.49	1	41.07	4.81	129.475	287.515
AGT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.9	1	1	1.76	1	1.04	1	1	1	1
AGTPBP1	130.73	78.11	6.76	34.21	17.52	19.05	17.01	25.61	31.35	51.8	11.845	7.56	8.49	7.455	8.52	7.08	16.63	20.385	41.38	4	2.88	68.31	7.83	11.595	10.275	19.51	40.96	3.675	7.49	4.695	5.25	8.755	5.17	7.87	6.865	6.6	5.19	5.78	16.58	3.26	6.08	2.61	5.645
AGTR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.675	1	1	1	4.24	1	1	1.035	22.25	1.305	2.535	1.58	1.005	1
AGTR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.245	1	1	1	1
AHCY	1	13.8	161.685	12.25	10.27	8.89	8.46	7.22	5.16	5.06	15.315	13.63	8.17	74.315	115.175	125.79	176.8	46.74	23.05	49.48	37.89	28.4	42.54	21.965	47.64	9.6	3.68	12.75	30.09	34.345	31.845	80.785	38.22	25.5	167.66	54.83	49.345	17.86	16.115	42.97	36.545	77.61	97.915
AHCYL2	1.5	3.155	1	6.13	3.5	3.49	2.57	2.44	3.1	2.25	3.505	2.89	2.9	1.43	1.035	1	4.91	5.265	4.15	1	3.72	6.63	3.64	6.11	4.345	28.68	7.58	1.91	4.73	3.56	4.64	3.995	10.68	8.25	7.845	2.53	3.25	4.11	11.47	2.835	1.775	6.325	3.875
AHI1	1	6.3	8.835	6.95	2.18	4.26	1.96	1	1.86	2.57	5.24	2.85	4.22	10.115	4.66	20.86	19.28	11.265	8.34	8.95	5.11	7.23	7.12	16.01	4.855	4.33	1.59	7.96	16.495	4.71	8.99	2.925	6.035	3.01	2.7	3.105	7.335	8.84	121.855	8.34	7.075	12.515	2.55
AHNAK	1.06	291.25	12.045	60.98	237.59	237.85	240.23	282.56	306.84	191.56	74.675	141.81	102.73	5.24	24.53	2.96	13.33	268.255	15.49	1	1	40.62	164.83	160.505	191.485	373.69	85.69	1.005	362.64	186.515	196.135	164.38	93.05	115.24	148.915	146.71	104.67	280.31	1.045	115.085	314.8	104.435	255.36
AHNAK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.065	1	1	1	49.38	23.855	48.89	50.72	1.47	1.16	65.145	16.985	10.27	9.71	3.65	13.31	46.975	18.615	40.075
AHR	1.16	167.175	2.52	20.27	22.4	21.66	26.62	10	13.09	2.78	4.18	2.58	5.93	4.14	7.195	11.26	3.35	54.3	17.18	1	4.81	8.37	30.65	33.655	38.655	513.119999999999	41.5	1	167.385	36.05	36.06	32.095	49.215	3.88	15.885	43.545	45.19	38.62	1.425	45.695	34.425	32.205	41.455
AHRR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10.18	1	1.09	1.08	6.12	1	1	2.23	3.49	1	1	7.03	6.595	8.67	1	10.915	1	1	3.995	6.77	1	1	18.305	7.585	2.94	1
AHSA2	17.89	19.655	9.16	78.31	15.56	25.61	11.62	11.94	36.49	23.73	46.245	33.16	28.66	14.26	7.145	5.33	22.95	24.92	61.5	7.84	5.89	49.11	10.75	41.205	6.64	32.33	96.02	42.905	10.875	8.215	8.97	5.51	3.68	2.15	4.48	3.2	5.27	10.25	11.955	6.035	6.335	5.235	4.88
AHSP	1	1.17	4.48	1	1	1	1	1	1	1	1	1	1	1	1	1.5	1	1	1	1714.89	6	1.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AIF1	279.93	452.93	455.865	35.68	1.19	4.84	1.76	7.84	4.63	1	1.005	1	1	637.87	392.45	545.42	279.34	319.41	135.52	32.5	123.01	167.74	44.23	10.575	1	9.64	18.82	1	1	1	1	1	1	1.89	1	1	1	25.37	1.975	1	1	1	1
AIF1L	1	1	1	1	1	1	1	1	1	1	1	1	1	2.525	1.82	1	4.13	1	1	1	1	1	1	1	9.875	1	1	1	1	1	1	9.675	19.2	2.43	1.085	4.28	4.285	5.77	1.155	1	1	1	19.695
AIFM2	1	1	1	1.25	1	1.18	1	1.12	1.75	1	1.605	1.67	1.54	1	1	1	1	6.62	1	8.04	1	1	13.72	17.52	1.12	4.45	1	4.005	2.955	3.125	3.1	2.06	3.15	2.42	1.275	2.225	3.185	14.78	1	3.45	2.14	2.37	3.605
AIG1	4.18	4.295	27.35	5.64	3.64	4.13	4.11	3.05	3.49	1.65	2.075	5.04	3.08	33.805	26.16	24.45	30.46	4.17	4.13	27.43	7.84	34.17	1	5.05	7.455	1.5	3.93	6.195	24.695	11.665	11.025	22.475	6.525	1.71	38.085	7.69	13.26	10.13	61.275	10.85	6.735	21.94	15.93
AIM1	20.99	17.945	1	26.38	22.67	31.79	24.99	19.47	27.11	11.19	16.67	17.8	16.23	4.57	2.705	5.57	5.8	30.555	15.15	1	1	19.6	28.74	62.705	12.06	24.16	2.61	1	1.57	3.585	1.87	6.08	1	1	42.515	13.515	1.06	7.42	1.01	3.195	32.99	2.3	5.475
AIM2	5.26	1.57	1	1	2.76	1.17	1.03	1.63	1.5	1	1.91	34.25	50.71	1	1	1	1	1	1	1	1	1	1	1	1	19.86	1	26.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AIMP1	1	19.12	76.15	27.92	17.63	16.12	15.23	13.33	13.51	10.55	11.01	11.12	11.1	67.47	42.375	105.69	31.07	25.65	21.28	92.65	65.23	17.85	16.45	19.485	8.985	13.63	3.02	11.815	16.665	9.055	8.37	13.635	5.565	6.18	16.495	10.155	11.26	6.19	62.55	7.675	6.305	10.425	4.605
AIMP2	1	6.595	66.155	3.68	4.34	3.73	3.91	4.99	5.53	6.9	2.635	3.75	3.48	17.99	23.155	23.27	29.38	15.82	4.89	90.05	24.16	12.99	28.05	16.45	21.005	7	2.9	2.14	15.945	24.02	13.38	35.7	22.97	42.11	49.79	32.59	23.095	10.71	14.33	18.69	21.54	31.665	50.37
AJUBA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.04	1	1	1	23.955	15.785	13.58	50.66	1	1	85.345	24.895	21.25	1.21	2.715	22.39	2.69	16.57	52.51
AK1	1	1.605	4.03	11.89	5.79	11.74	5.45	3.76	8.63	10.2	2.16	2.14	1.87	11.335	4.625	5.86	1.67	17.14	9.64	90.56	62.03	2.29	12.53	35.32	23.43	5.88	1	4.91	55.66	33.46	24.235	17.91	13.61	91.53	23.67	26.2	42.085	9.86	70.605	12.4	12.99	47.03	21.86
AK4	1	1.25	15.34	1	1	1	1	1	1	1	1	1	1	1	4.965	1	20.27	7.495	1	10.33	4.28	2.81	35.7	27.25	8.53	45.09	1	1	31.02	7.81	10.1	12.975	5.065	1	16.94	5.345	30.26	12.81	1	1	16.635	2.13	8.825
AK5	1	1	1	36.72	2.74	4.68	2.16	1.41	1	4.44	1	1	1	1	1	1	2.35	1	11.06	1	1	1	2.03	1	4.015	1	1	1	1	17.69	13.5	2.155	5.46	1	1.83	7.4	36.405	1	8.08	19.89	8.915	1.175	3.94
AK8	1	1	1	1	1	1	1	1	1	1	1	1	5.93	1	1	1	1.22	3.82	1	1	1	1	7.08	1.97	1	1.82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.09
AKAP12	1	1.055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.005	146.575	12.9	3.23	1	98.705	29.2	38.44	33.98	10.6	3.22	3.775	147.705	37.8	65.61	30.485	19.805	62.735	55.76	75.96
AKAP17A	31.15	28.555	4.04	43.88	14.97	23.31	16.38	18.22	33.64	22.85	34.07	22.73	11.53	3.245	3.35	1	5.51	16.715	35.79	1	1.23	26.99	9.51	12.695	8.33	17.77	75.73	64.415	4.605	8.345	7.95	12.74	5.895	3.57	18.05	11.205	8.05	8.92	1.725	15.405	5.01	19.325	12.98
AKAP2	1	1.4	18.02	7.05	20.24	5.55	2.32	4.1	5.7	6.29	55.945	45.55	33.2	1	5.085	12.56	13.77	7.075	1.41	4.76	2.64	17.57	21.21	23.02	94.015	61.95	3.01	25.055	111.535	54.375	48.925	35.5	19.53	9.58	25.59	96.63	80.75	47.06	65.185	51.865	49.715	32.69	36.24
AKAP5	1	1	1	1	1	1	1	1	1	10.17	1	1	1	1	1	1	1.34	1	1	1	1	1	1.87	30.715	1	10.9	1	1.265	1	1	1	1	1	1	1	1	1	1	1	1	1	2.98	2.21
AKAP6	1	1	1	1.64	1	1	1	1	1	1	18.635	1.29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.375	1	1.34	1.01	7.4	9.12	1.13	1	21.545	1.04	85.15	1.305	7.46	7.155	1.015
